origin_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.01,0
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.025,0.3913746925266728
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.05,0.7329400977427476
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.1,1.3382294343627927
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.15000000000000002,1.5662743588390995
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.2,1.6493498173987278
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.25,1.7123598173987278
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.3,1.7582485339217149
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.35000000000000003,1.8153282488157252
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.4,1.8479058173987275
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.45,1.882389467502293
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.5,1.9103000089652025
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.55,1.936402991789386
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.6000000000000001,1.9834451545505136
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.6500000000000001,2.0282687293327637
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.7000000000000001,2.094803925891088
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.7500000000000001,2.147385223575453
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.8,2.2447586684045473
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.8500000000000001,2.353218817398728
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.9000000000000001,2.5989430107856473
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.95,3.014381690463945
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.975,3.3807786615894035
2018-03-17,2018-03-24,1,HHS Region 1,ili perc,quantile,0.99,4.073921197398727
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.01,0
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.025,0.03508666127383764
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.05,0.8245524859169422
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.1,1.3929786262843578
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.15000000000000002,1.603582793113146
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.2,1.732919311409146
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.25,1.811984350136456
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.3,1.8594313674260956
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.35000000000000003,1.904920817398728
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.4,1.942089817398728
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.45,1.97087207673994
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.5,1.992093792555505
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.55,2.0199238173987277
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.6000000000000001,2.0614068173987277
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.6500000000000001,2.1069430786500196
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.7000000000000001,2.16104798390288
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.7500000000000001,2.22047001370697
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.8,2.324215817398728
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.8500000000000001,2.5031760888930883
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.9000000000000001,2.8557838048635618
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.95,3.397927817398728
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.975,4.158230067398726
2018-03-17,2018-03-31,2,HHS Region 1,ili perc,quantile,0.99,7.538139299599036
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.01,0
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.025,0.7158256988122649
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.05,1.1108485824717274
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.1,1.6319056673532617
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.15000000000000002,1.8546434430881784
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.2,1.9309957305715435
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.25,2.0170657757365467
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.3,2.067072517398728
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.35000000000000003,2.123915817398728
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.4,2.1600818173987277
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.45,2.187422921200967
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.5,2.212076604726406
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.55,2.2450238673987277
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.6000000000000001,2.2962797091109444
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.6500000000000001,2.3421521984274696
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.7000000000000001,2.381881717398728
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.7500000000000001,2.443848817398728
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.8,2.531618806880898
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.8500000000000001,2.668471317398729
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.9000000000000001,2.993268557594691
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.95,3.51386393103268
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.975,4.045769648773919
2018-03-17,2018-04-07,3,HHS Region 1,ili perc,quantile,0.99,4.657303857398727
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.01,0
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.025,0
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.05,0
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.1,0
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.15000000000000002,0.1439743903756157
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.2,0.4311559376760484
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.25,0.6086476403756155
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.3,0.6856918900498955
2018-03-17,2018-03-24,1,HHS Region 10,ili perc,quantile,0.35000000000000003,0.7569261403756156
