origin_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.01,0
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.025,0
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.05,0.27612047382561034
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.1,0.8370309641894038
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.15000000000000002,1.1309963149268667
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.2,1.2640989149268664
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.25,1.3348965976673406
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.3,1.3868671549464886
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.35000000000000003,1.4491637663726222
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.4,1.4876267149268667
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.45,1.5298897281901689
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.5,1.5589324915919736
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.55,1.6014576255467496
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.6000000000000001,1.6346463149268666
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.6500000000000001,1.6827090977866928
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.7000000000000001,1.7258742686478756
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.7500000000000001,1.7736935231625
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.8,1.827043170745184
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.8500000000000001,1.9640873149268665
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.9000000000000001,2.2737695228806265
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.95,2.8742245876059274
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.975,3.2020033149268667
2016-03-19,2016-03-26,1,HHS Region 1,ili perc,quantile,0.99,3.914128764794559
2016-03-19,2016-04-02,2,HHS Region 1,ili perc,quantile,0.01,0
2016-03-19,2016-04-02,2,HHS Region 1,ili perc,quantile,0.025,0
2016-03-19,2016-04-02,2,HHS Region 1,ili perc,quantile,0.05,0.3398619385218247
